 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 
 1.00000000e-08  1.00000000e-08  1.00000000e-08  3.99999999e-17 
 1.08400000e-08  1.08400000e-08  1.08400000e-08  4.36659481e-17 
 1.25200000e-08  1.25200000e-08  1.25200000e-08  5.16571570e-17 
 1.58800000e-08  1.58800000e-08  1.58800000e-08  7.21644466e-17 
 2.26000000e-08  2.26000000e-08  2.26000000e-08  1.36968471e-16 
 3.60400000e-08  3.60400000e-08  3.60400000e-08  4.07253966e-16 
 6.29200000e-08  6.29200000e-08  6.29200000e-08  1.87469208e-15 
 1.16680000e-07  1.16680000e-07  1.16680000e-07  1.14302955e-14 
 1.82823783e-07  1.82823783e-07  1.82823783e-07  4.26767303e-14 
 2.77236259e-07  2.77236259e-07  2.77236259e-07  1.46989193e-13 
 4.14770695e-07  4.14770695e-07  4.14770695e-07  4.89582079e-13 
 6.23964395e-07  6.23964395e-07  6.23964395e-07  1.66434630e-12 
 8.11982197e-07  8.11982197e-07  8.11982197e-07  3.63636728e-12 
 1.00000000e-06  1.00000000e-06  1.00000000e-06  6.75655354e-12 
 1.03760356e-06  1.03760356e-06  1.03760356e-06  7.56526155e-12 
 1.11281068e-06  1.11281068e-06  1.11281068e-06  9.29579976e-12 
 1.26322492e-06  1.26322492e-06  1.26322492e-06  1.34356094e-11 
 1.56405341e-06  1.56405341e-06  1.56405341e-06  2.44301616e-11 
 2.16571038e-06  2.16571038e-06  2.16571038e-06  5.72789965e-11 
 3.36902431e-06  3.36902431e-06  3.36902431e-06  1.66415582e-10 
 5.77565218e-06  5.77565218e-06  5.77565218e-06  5.58444364e-10 
 1.05889079e-05  1.05889079e-05  1.05889079e-05  2.03752395e-09 
 2.02154194e-05  2.02154194e-05  2.02154194e-05  7.77576789e-09 
 3.94684424e-05  3.94684424e-05  3.94684424e-05  3.03725680e-08 
 7.79744884e-05  7.79744884e-05  7.79744884e-05  1.20047203e-07 
 1.54986580e-04  1.54986580e-04  1.54986580e-04  4.77318896e-07 
 3.09010764e-04  3.09010764e-04  3.09010764e-04  1.90353822e-06 
 6.17059132e-04  6.17059132e-04  6.17059132e-04  7.60257028e-06 
 1.23315587e-03  1.23315587e-03  1.23315587e-03  3.03861190e-05 
 2.23315587e-03  2.23315587e-03  2.23315587e-03  9.96791656e-05 
 3.23315587e-03  3.23315587e-03  3.23315587e-03  2.08953917e-04 
 4.23315587e-03  4.23315587e-03  4.23315587e-03  3.58201940e-04 
 5.23315587e-03  5.23315587e-03  5.23315587e-03  5.47414644e-04 
 6.23315587e-03  6.23315587e-03  6.23315587e-03  7.76583280e-04 
 7.23315587e-03  7.23315587e-03  7.23315587e-03  1.04569894e-03 
 8.23315587e-03  8.23315587e-03  8.23315587e-03  1.35475256e-03 
 9.23315587e-03  9.23315587e-03  9.23315587e-03  1.70373492e-03 
 1.02331559e-02  1.02331559e-02  1.02331559e-02  2.09263664e-03 
 1.12331559e-02  1.12331559e-02  1.12331559e-02  2.52144817e-03 
 1.22331559e-02  1.22331559e-02  1.22331559e-02  2.99015983e-03 
 1.32331559e-02  1.32331559e-02  1.32331559e-02  3.49876176e-03 
 1.42331559e-02  1.42331559e-02  1.42331559e-02  4.04724394e-03 
 1.52331559e-02  1.52331559e-02  1.52331559e-02  4.63559621e-03 
 1.62331559e-02  1.62331559e-02  1.62331559e-02  5.26380824e-03 
 1.72331559e-02  1.72331559e-02  1.72331559e-02  5.93186954e-03 
 1.82331559e-02  1.82331559e-02  1.82331559e-02  6.63976949e-03 
 1.92331559e-02  1.92331559e-02  1.92331559e-02  7.38749727e-03 
 2.02331559e-02  2.02331559e-02  2.02331559e-02  8.17504194e-03 
 2.12331559e-02  2.12331559e-02  2.12331559e-02  9.00239237e-03 
 2.22331559e-02  2.22331559e-02  2.22331559e-02  9.86953731e-03 
 2.32331559e-02  2.32331559e-02  2.32331559e-02  1.07764653e-02 
 2.42331559e-02  2.42331559e-02  2.42331559e-02  1.17231648e-02 
 2.52331559e-02  2.52331559e-02  2.52331559e-02  1.27096241e-02 
 2.62331559e-02  2.62331559e-02  2.62331559e-02  1.37358312e-02 
 2.72331559e-02  2.72331559e-02  2.72331559e-02  1.48017741e-02 
 2.82331559e-02  2.82331559e-02  2.82331559e-02  1.59074406e-02 
 2.92331559e-02  2.92331559e-02  2.92331559e-02  1.70528183e-02 
 3.02331559e-02  3.02331559e-02  3.02331559e-02  1.82378948e-02 
 3.12331559e-02  3.12331559e-02  3.12331559e-02  1.94626572e-02 
 3.22331559e-02  3.22331559e-02  3.22331559e-02  2.07270929e-02 
 3.32331559e-02  3.32331559e-02  3.32331559e-02  2.20311887e-02 
